file_name,title,etitle,jabstract,eabstract,section_names,sec_intro,sec_method,sec_result,sec_conclusion,abs_intro,abs_method,abs_result,abs_conclusion
V19N01-01.tex,,Generating Information-Rich Taxonomy Using Wikipedia,"単語の上位下位関係を自動獲得する研究はこれまで活発に行われてきたが，
上位概念の詳細さに関する議論はほとんどなされてこなかった．
自動獲得された上位下位関係の中には，
例えば\isa{作品","Hyponymy relation acquisition has been
 extensively studied. However,
the informativeness of acquired hypernyms
has not been sufficiently discussed.
We found that the hypernyms in automatically acquired hyponymy relations
are often too vague for their hyponyms.
For instance, \xmpE{work","['はじめに', '自動獲得された上位概念の問題 \\label{sec:hh-problems', 'Wikipediaを用いた上位下位関係の獲得\n\\label{sec:Base-hh', '詳細な上位下位関係の獲得手法\n\\label{sec:proposed-method', '評価実験 \\label{sec:evaluation', '応用 \\label{sec:discussion', '関連研究 \\label{sec:related-word', 'おわりに \\label{sec:conclusion']",,,,,,,,
V19N01-02.tex,,Study on Supervised Learning of Vietnamese Word Sense Disambiguation Classifiers,,"It is said that Vietnamese is a language with highly ambiguous words.
However, there has been no published Word Sense Disambiguation (WSD hereafter) research on this language.
This current research is the first attempt to study Vietnamese WSD. 
Especially, we would like to explore the effective features for training WSD classifiers and verify the
applicability of the `pseudoword' technique to both investigating effectiveness of features and training WSD classifiers.
Three tasks have been conducted, using two corpora which were built manually based on Vietnamese Treebank
and automatically by applying pseudowords technique.
Experiment results showed that Bag-Of-Word feature performs well for all three categories of words (verbs, nouns, and adjectives).
However,
its combination with POS, 
Collocation or Syntactic features can not significantly improve the performance of WSD classifiers.
Moreover, the experiment results confirmed that pseudoword is a suitable technique to explore the effectiveness of features in disambiguation of Vietnamese verbs and adjectives.
Furthermore, 
we empirically evaluated the applicability of the pseudoword technique as an unsupervised learning method for real Vietnamese WSD.","['Introduction', 'Related work', 'Our method', 'Tasks', 'Evaluation', 'Discussion', 'Conclusion']",,,,,,,,
V19N02-01.tex,,Splitting Katakana Noun Compounds\\ by Paraphrasing and Back-transliteration,"日本語を含めた多くの言語において，複合名詞内部の単語境界は空白で分かち書
きされない．こうした複合名詞を構成語列へと分割する処理は，多くの自然言語
処理の応用において重要な基礎技術となる．日本語の場合，片仮名語は生産性が
高く未知語が多いことから，特に片仮名複合名詞の扱いが技術的な問題となる．
この問題の解決を図るため，本論文は片仮名複合名詞の言い換えと逆翻字を分
割処理に利用する方法を提案する．実験では，言い換えと逆翻字をラベルなしテ
キストから抽出し，その情報を利用することによって，分割精度が統計的に有意
に向上することを確認した．","Word boundaries within noun compounds are not marked by white
	spaces in a number of languages including Japanese, and it is
	beneficial for various NLP applications to split such noun
	compounds. In the case of Japanese, noun compounds made up of
	katakana words are particularly difficult to split, because
	katakana words are highly productive and are often
	out-of-vocabulary. To overcome this difficulty, we propose using
	paraphrases and back-transliteration of katakana noun compounds
	for splitting them. Experiments demonstrated that splitting
	accuracy is improved with a statistical significance by extracting
	both paraphrases and back-transliterations from unlabeled
	textual	data, and then using that information for constructing
	splitting models.","['はじめに', '関連研究', '教師あり学習に基づく手法', '言い換え素性', '逆翻字素性', '実験と議論', 'おわりに']",,,,,,,,
V19N02-02.tex,,Entity Set Expansion based on Bootstrapping Methods using Topic Information,"本論文ではブートストラップ法を用いた語彙獲得を行う際に，トピック情報を用いることでセマンティックドリフトを緩和し，獲得精度を向上できることを示す．
獲得対象とする語を含む文書の大域的情報であるトピック情報を，統計的トピックモデルを用いて推定し，識別モデルを用いたブートストラップ法における3つの過程で利用する．1つ目は識別モデルにおける素性として，2つ目は負例生成の選択基準として，3つ目は学習データの多義性解消のために用いる．
実験において，提案手法を用いることでセマンティックドリフトを軽減し，語彙の獲得精度が6.7から28.7\%向上したことを示す．","This paper proposes three modules based on latent topics of documents for alleviating ``semantic drift'' in bootstrapping entity set expansion. 
These new modules are added to a discriminative bootstrapping algorithm to realize topic feature generation, negative example selection and positive example disambiguation.
In this study, we model latent topics with  LDA (Latent Dirichlet Allocation) in an unsupervised way. 
Experiments show that the accuracy of the extracted entities is improved by 6.7 to 28.2\% depending on the domain.","['はじめに', 'ブートストラップ法を用いた語彙獲得における課題', 'トピック情報を用いたブートストラップ法', '実験', '関連研究', 'まとめと今後の課題']",,,,,,,,
V19N03-01.tex,,Relevance Feedback using Surface and Latent Information in Texts,"適合性フィードバックの手法の多くは，テキストに表層的に出現する単語の情報
だけを用いて検索結果をリランキングしている．これに対し，本稿では，テキス
トに表層的に出現する単語の情報だけでなく，テキストに潜在的に現れうる単語
の情報も利用する適合性フィードバックの手法を提案する．提案手法では，まず
検索結果に対して Latent Dirichlet Allocation (LDA) を実行し，各文書に潜在
する単語の分布を推定する．ユーザからフィードバックが得られたら，これに対
しても LDA を実行し，フィードバックに潜在する単語の分布を推定する．そして，
表層的な単語の分布と潜在的な単語の分布の両方を用いてフィードバックと検索
結果中の各文書との類似度を算出し，これに基づいて検索結果をリランキングす
る．実験の結果，$2$文書（合計$3,589$単語）から成るフィードバックが与えら
れたとき，提案手法が初期検索結果の Precision at $10$ (P@10) を$27.6\%$改
善することが示された．また，提案手法が，フィードバックが少ない状況でも，
初期検索結果のランキング精度を改善する特性を持つことが示された（e.g.,
フィードバックに$57$単語しか含まれていなくても，P@10 で$5.3\%$の改善が見
られた）．","Most of the previous relevance feedback methods re-rank search results
using only the information of surface words in texts. In this paper, we
present a novel method that uses not only the information of surface
words, but also that of latent words that are highly probable from the
texts. In the proposed method, we infer the latent word distribution in
each document in the search results using latent Dirichlet allocation
(LDA). When user feedback is given, we also infer the latent word
distribution in the feedback using LDA. We calculate the similarities
between the user feedback and each document in the search results using
both the surface and latent word distributions, and then, we re-rank the
search results based on the similarities. Evaluation results show that
when user feedback that consists of two documents ($3,589$ words) is
given, our method improves the initial search results by $27.6\%$ in
precision at $10$ (P@10). Additionally, it proves that our method has
the advantage of performing well even when only a small amount of user
feedback is available (e.g., improvement of $5.3\%$ in P@10 was achieved
even when user feedback constituted only $57$ words).","['はじめに', '言語モデルに基づくランキング', 'LDA', '提案手法', '実験', 'おわりに']",,,,,,,,
V19N03-02.tex,,Automatic Selection of Domain Adaptation Method for WSD using Decision Tree Learning,"ソースドメインのデータによって分類器を学習し，ターゲットドメインに適応することを領域適応といい，
近年さまざまな手法が研究されている．しかし，語義曖昧性解消 (WSD: Word
Sense Disambiguation) について領域適応を行った場合，
最も効果的な領域適応手法は，ソースデータとターゲットデータの性質により異なる．
本稿ではそれらの性質から，
WSDの対象単語タイプ，ソースドメインとターゲットドメインの組み合わせに対して，
最も効果的な領域適応手法を決定木学習を用いて自動的に選択する手法について述べるとともに，
どのような性質が効果的な領域適応手法の決定に影響を与えたかについて考察する．","Domain adaptation (DA), which involves adapting a classifier developed from source 
to target data, has been studied intensively in recent years. 
However, when DA for word sense
disambiguation (WSD) was carried out, the optimal DA
method varied according to the properties of the source and 
target data. This paper describes how the optimal
method for DA was determined depending on these properties
using decision tree learning given a triple of the target word type of WSD, the source domain, and the target domain 
and discusses what properties affected the determination of the best method when Japanese WSD was performed.","['はじめに', '関連研究', '領域適応手法の自動選択', 'データ', '決定木学習におけるラベル付きデータの作成方法と学習方法', '結果', '考察', 'まとめ', '生成された決定木']",,,,,,,,
V19N03-03.tex,,A Pointwise Approach to Training Dependency Parsers from Partially Annotated Corpora,,"We introduce a word-based dependency parser for Japanese that
  can be trained from partially annotated corpora, allowing for 
  effective use of available linguistic resources and reduction of the
  costs of preparing new training data. This is especially important
  for domain adaptation in a real-world situation. We use a pointwise
  approach where each edge in the dependency tree for a sentence is
  estimated independently. Experiments on Japanese dependency parsing
  show that this approach allows for rapid training and achieves
  accuracy comparable to state-of-the-art dependency parsers trained
  on fully annotated data.","['Introduction', 'Pointwise estimation for dependency parsing', 'Domain adaptation for dependency parsing', 'Evaluation', 'Comparison with a phrase-based dependency parser', 'Related work', 'Conclusion']",,,,,,,,
V19N03-04.tex,,Automatic Generation of Article Correspondence Tables for the Comparison of Local Government Statutes,"地方自治体が制定する条例（規則も含め，以下例規という）は，章節／条項号という階層を有する，
基本的に構造化された文書である．各自治体はそれぞれ別個に各議会等でこの例規を制定するため，
複数の自治体が同一の事柄に関する規定（例えば「淫行処罰規定」など）を有している事が多い．
この同一の事柄に関する規定の自治体間における異同を明らかにするための比較は，
法学教育や法学研究，地方自治体法務，企業法務において実施されている．
実務における法の比較では，対応する条項を対とし，それらの条文を左右または上下に
並べた条文対応表の作成が主体となっている．
これまで条文対応表は手作業で作成されてきたが，
対象とする例規の条数や文字数が多い場合の表作成には3時間以上も必要としていた．
そのため計算機による条文対応表の作成支援が強く求められているが，本件に関する研究はこれまでに行われていない．
そこで我々の研究は，条文対応表を計算機で自動作成することによる条文対応表の作成支援を目的とする．
この目的を達成するため，我々は条文対応表を，各条をノードとする二部グラフとしてモデル化し，
このモデルに基づき条文対応表を自動作成するために有効な手法の検討を行った．
二文書間の類似度を定義する多くの研究がこれまでに報告されている．
これらの類似度比較手法より
本研究ではベクトル空間モデル，最長共通部分列，及び文字列アライメント（編集コスト可変のレーベンシュタイン距離）
に基づく96個の類似尺度の性能を比較した．
評価には愛媛県の11の条例とそれに対応する香川県の11の条例を用い，
法学者が作成した条文対応表に基づき正解率を求めた．
その結果，名詞，副詞，形容詞，動詞，連体詞を対象としたベクトル空間モデルに基づく類似尺度の
正解率が85\%と最も高かった．また，文字列アライメントに基づく類似尺度の正解率は最高で81\%，最長共通部分列は
最高で75\%であった．
本研究は条文対応表の作成支援であるため，
推定された対応関係の信頼度，あるいは尤もらしさを提示する事が望ましい．
そこで
各比較手法で最も正解率の高かったパラメータを用いた合計3つの類似尺度に対して
受信者操作特性曲線による評価を行ったが，曲線下面積がいずれも狭くて
信頼度の尺度として適さない．
そこで，推定された対応関係の類似度を二番目に高い類似度を持つ対応関係の値で
割る事による正規化を行ったところ，
最長共通部分列の曲線下面積が0.80と最も高く，
ベクトル空間モデルの面積は0.79と良好であった．
以上の評価結果より，条文対応表の作成支援では
条見出しに対して最長共通部分文字列を，
条文に対してベクトル空間モデルをそれぞれ適用した類似尺度を
併用する事が，
そして得られた条文対応関係の信頼度を評価する尺度としては
二番目に高い類似度で割った値を用いるとよい事を明らかにした．","Local governments establish ordinances and regulations (hereinafter collectively referred to as ``statutes''). They are structured documents that
possess a chapter $>$article $>$paragraph $>$item hierarchy. Since each local government establishes statutes in its councils independently, similar statutes
on the same matter are often found in separate local governments (e.g. punishment for obscene habits). In legal education, legal research and legal
works at local government and business enterprise, comparisons are made to clarify the differences between similar statutes. In the comparison of laws
for practical purposes, article correspondence tables are normally created with pairs of corresponding articles aligned horizontally or vertically.
The objective of our research is to use a computer to automatically generate the article correspondence tables that are currently created
manually. In order to accomplish this objective, we have focused on the relationships between articles in article correspondence tables, which were
modeled with directed bipartite graphs that used each article as a node. 96 methods based on the vector space model, longest common subsequence and
sequence alignment were examined in order to clarify effective methods for searching for corresponding articles. In the course of the research, we
automatically generated article correspondence tables  of 22 statutes in total (11 statutes of Ehime and Kagawa Prefectures, respectively). Their
accuracy rates were calculated based on article correspondence tables created by legal scholars. Consequently, the vector space model-based method
proved the highest accuracy rate at 85\%. Its targets were nouns, adverbs, adjectives, verbs and attributives. The sequence alignment-based method
showed up to 81\% of accuracy rate, while the rate with the longest common subsequence method was 75\%.
As the results of the computer-generated article correspondence tables are checked by legal scholars on a practical level,
it is required to posess the degree of reliability for each relationships between articles.
To meet the requirement, we examined two measurements for the three methods by receiver operating charasteristic curve.
The results shows the ratio of the selected relations and the runner-up gives 0.80 AUC for longest common subsequences.
In this research, the problem was defined by focusing on the correspondence relationship between articles in the article correspondence tables.
For practical purposes, there is a need to focus not just on the correspondence relationship between articles, but also on the clarification of
different words used in corresponding articles. Since  vector space model cannot be used to clarify such differences, sequence alignment---with which
it is feasible to clarify differing texts---is necessary. Composite methods that combine those two will therefore be required in the future.","['はじめに', 'モデル化と問題定義', '条間の類似尺度', '評価実験', 'まとめ']",,,,,,,,
V19N04-01.tex,,Constructing Large-Scale General Ontology\\from Wikipedia,"Wikipediaをis-a 関係からなる大規模な汎用オントロジーへ再構成した．Wikipediaの記事にはカテゴリが付与され，そのカテゴリは他のカテゴリとリンクして階層構造を作っている．Wikipediaのカテゴリと記事をis-a関係のオントロジーとして利用するためには以下の課題がある．(1) Wikipedia の上位階層は抽象的なカテゴリで構成されており，これをそのまま利用してオントロジーを構成することは適切でない．(2) Wikipedia のカテゴリ間，及びカテゴリと記事間のリンクの意味関係は厳密に定義されていないため，is-a関係でないリンク関係が多く存在する．これに対して我々は(1)を解決するため，上位のカテゴリ階層を新しく定義し，Wikipediaの上位階層を削除して置き換えた．さらに(2)を解決するため，Wikipediaのカテゴリ間，及びカテゴリ記事間のnot-is-a関係のリンクを3つの手法により自動で判定し切り離すことで，Wikipediaのカテゴリと記事の階層をis-a関係のオントロジーとなるように整形した．本論文ではnot-is-a関係を判定するための3つの手法を適用した．これにより，``人''，``組織''，``施設''，``地名''，``地形''，``具体物''，``創作物''，``動植物''，``イベント''の9種類の意味属性を最上位カテゴリとした，1つに統一されたis-a関係のオントロジーを構築した．
実験の結果，is-a関係の精度は，カテゴリ間で適合率95.3\%， 再現率96.6\%，カテゴリ‐記事間で適合率96.2\%，再現率95.6\%と高精度であった．提案手法により，全カテゴリの84.5\%（約34,000件），全記事の88.6\%（約422,000件）をオントロジー化できた．","We have built a Japanese large-scale general ontology restructured from 
Wikipedia, that represents a {\it is-a","['序論', 'オントロジーとWikipedia', '汎用オントロジー構築手法', '実験条件', '実験結果', '考察', '関連研究', '結論']",,,,,,,,
V19N04-02.tex,,Automated Evaluation of Japanese Compositions based on Features along Japanese Education and Construction of the Individual Evaluation Model,本稿では，文章に対する評点と国語教育上扱われる言語的要素についての特徴量から，個々の評価者の文章評価モデルを学習する手法について述べる．また，学習した文章評価モデルにおける素性毎の配分を明示する手法について述べる．評価モデルの学習にはSVRを用いる．SVRの教師データには，「表層」「語」「文体」「係り受け」「文章のまとまり」「モダリティ」「内容」というカテゴリに分けられる様々な素性を用意する．これらには日本の国語科教育において扱われる作文の良悪基準に関わる素性が多く含まれる．なおかつ，全ての素性が評価対象文章に設定される論題のトピックに依存しない汎用的なものである．本手法により，文章の総合的な自動評価，個々の評価者が着目する言語的要素の明示，さらに評点決定に寄与する各要素の重みの定量化が実現された．,"We propose a method to learn an individual model, which is to evaluate Japanese Compositions via Support Vector Regression, based on features along Japanese education and scores, marked by human in advance. We also propose a method to represent a way of evaluation. Features in training data of SVR are categorized as 7 types according to what each features refer to. The features include some features regarding criterions of Japanese compositions in education. Besides, all the features do not depend on topic of a composition's prompt. Our methods implemented to score an integrated point of a composition automatically, and also to account elements considered by individual evaluator, to quantify weights of the each elements that contributes decision of scores.","['はじめに', '関連研究', '評価基準の共通性に関する調査', '評価モデルの学習', '実験・考察', 'おわりに']",,,,,,,,
V19N04-03.tex,,Detection of New Word Senses by the Outlier \\Detection Method,"本論文では対象単語の用例集合から，その単語の語義が新語義（辞書に未記載の語義）となっている
用例を検出する手法を提案する．
ここでのアプローチの基本は，新語義の用例が用例集合中の外れ値になると考え，
データマイニング分野の外れ値検出の手法を利用することである．
ただし外れ値検出のタスクは教師なしの枠組みになるが，
新語義検出という本タスクの性質を考慮すると，一部のデータ（用例）にラベル（対象単語の語義）
が付与されているという枠組みで考える方が適切である．
そのため本論文では一部のデータにラベルがついているという教師付きの枠組みで外れ値検出を行う．
具体的には 2 つの手法（教師付き LOF と生成モデル）を用い，それら出力の共通部分（積集合）を最終的な出力とする．
この教師付き LOF と生成モデルの積集合を出力する手法を提案手法とする．
実験では SemEval-2 日本語 WSD タスクのデータを用いて，提案手法の有効性を示した．
また WSD のアプローチを単独で利用しただけでは，本タスクの解決が困難であることも示した．","In this paper, we propose a method to detect new word senses of a target word 
from sentences that contain it.
To achieve this, we assume a new word sense sentence as an outlier of a data set
constructed by sentences that contain the target word.
Then using outlier detection methods in the data mining domain, we detect the new word senses.
Generally, outlier detection methods are considered to be unsupervised.
However, our method utilises data sets including some sentences with the labelled target word.
Therefore, our outlier detection method is classified under the supervised framework.
We propose an ensemble method of two methods to detect new word sense sentences:
the supervised LOF (Local Outlier Factor) and the supervised generative model.
The final output is the intersection of outputs of both methods.
We demonstrate the effectiveness of our method using SemEval-2 Japanese WSD task data. 
Moreover we show that  word sense disambiguation systems cannot solve our task by themselves.","['はじめに', '従来の新語義検出手法', '外れ値検出手法', '提案手法', '実験', '考察', 'おわりに']",,,,,,,,
V19N04-04.tex,,Evaluation Framework Design of Spoken Term Detection Study at the NTCIR-9 IR for Spoken Documents Task,,"This paper describes a design of spoken term detection (STD) studies and 
their evaluating framework at the STD sub-task of the NTCIR-9 IR for 
Spoken Documents (SpokenDoc) task. STD is the one of information access 
technologies for spoken documents. The goal of the STD sub-task is to 
rapidly detect presence of a given query term, consisting of word or a 
few word sequences spoken, from the spoken documents included in the 
Corpus of Spontaneous Japanese. To successfully complete the sub-task, 
we considered the design of the sub-task and the evaluation methods, and 
arranged the task schedule. Finally, seven teams participated in the STD 
sub-task and submitted 18 STD results. This paper explains the STD 
sub-task details we conducted, the data used in the sub-task, how to 
make transcriptions by speech recognition for data distribution, the 
evaluation measurement, introduction of the participants' techniques, 
and the evaluation results of the task participants.","['Introduction', 'Outline of STD', 'Related evaluation frameworks', 'STD task design at the NTCIR-9', 'NTCIR-9 SpokenDoc management', 'Conclusions']",,,,,,,,
V19N05-01.tex,,\protect\setlength{\baselineskip,オノマトペとは，擬音語や擬態語の総称である．文章で物事を表現する際に，より印象深く，豊かで臨場感のあるものにするために利用される．このようなオノマトペによる表現は，その言語を\addtext{母語,"Onomatopoeic words are frequently used for expression of rich presence.
These words can be understood easily for native speakers. Therefore
most of onomatopoetic words are not written in a national language
dictionary, or only a part of meaning is described.
On the other hand, it is hard to understand a meaning of onomatopoetic
words for non-native speakers. They can neither feel a meaning of an
onomatopoetic word nor look it up in a dictionary.
In this paper, an estimation method of feeling of an onomatopoeic
word has been proposed. The feeling of the onomatopoeic word is inferred
by using several features, such as morae sequence pattern of a
onomatopoeic word, feeling of each mora, and so on.
From the experimental results, the estimation performance of the
proposed method was 0.345 (F-value). It was approximately
80\% of the estimation performance given by human (F-value was 0.427).
It can be said that the proposed method is useful for supporting
learners of onomatopoeic words.","['はじめに', '関連研究と本研究の位置づけ', 'オノマトペの印象の推定方法', '評価と考察', 'おわりに']",,,,,,,,
V19N05-02.tex,,Particle Error Correction of Japanese Learners \\from Small Error Data,"本稿では，置換，挿入，削除操作を行う識別的系列変換で日本語
学習者作文の助詞誤りを自動訂正する．誤り訂正タスクの場合，難しいのは大
規模な学習者作文コーパスを集めることである．この問題を，識別学習の枠組
み上で2つの方法を用いて解決を図る．一つは日本語としての正しさを測るた
め，少量の学習者作文から獲得したn-gram二値素性と，大規模コーパスから獲
得した言語モデル確率を併用する．もう一つは学習者作文コーパスへの直接的
補強として，自動生成した疑似誤り文を訓練コーパスに追加する．さらに疑似
誤り文をソースドメイン，実際の学習者作文をターゲットドメインとしたドメ
イン適応を行う．実験では，n-gram二値素性と言語モデル確率を併用すること
で再現率の向上ができ，疑似誤り文をドメイン適応することにより安定した精
度向上ができた．","This paper presents grammatical error correction of
Japanese particles written by foreign Japanese learners.  Our method
is based on discriminative sequence conversion, which corrects
particle errors by substitution, insertion, or deletion.  For this
kind of error correction task, it is difficult to collect large
learners' corpora.  We attempt to solve this problem based on a
discriminative learning framework which uses the following two
methods.  First, language model probabilities obtained from large
Japanese corpora are combined with n-gram binary features obtained
from the learners' corpora.  This method is applied in order to
measure the correctness of Japanese sentences.  Second, automatically
generated pseudo-error sentences are added to the learners' corpora in
order to enrich the corpora directly.  Furthermore, we apply domain
adaptation, in which the pseudo-error sentences (the source domain)
are adapted to the real-error sentences (the target domain).
Experimental results show that the recall rate has been improved by
using both the language model probabilities and the n-gram binary
features. Stable improvement has been achieved by using pseudo-error
sentences with the domain adaptation.","['はじめに', '日本語学習者の誤り傾向', '識別的系列変換', '疑似誤り文を用いたペア文の拡張', '誤り訂正実験', '関連研究', 'おわりに']",,,,,,,,
V19N05-03.tex,,"Facemark Recommendation based on Emotion, Communication, and Motion Type Estimation \\in Microblogs",現在，電子メール，チャット，マイクロブログなどのメディアで，顔文字は日常的に使用されている．顔文字は，言語コミュニケーションで表現できない，ユーザの感情やコミュニケーションの意図を表すのに便利であるが，反面，その種類は膨大であり，場面に合った顔文字を選ぶことは難しい．本研究では，ユーザの顔文字選択支援を目的として，ユーザが入力したテキストに現れる感情，コミュニケーション，動作のタイプ推定を行い，顔文字を推薦する方法を提案する．感情，コミュニケーション，動作のタイプは，{\it Twitter,"Many users use facemarks everyday in recent computer mediated communication environments such as e-mail, chatting, and Microblogs. Although facemarks are useful to express the emotion or communication intentions beyond natural language communication, many users feel difficult to choose the right one from lots of candidates according to the situation. We propose a method to recommend facemarks based on the estimation of emotions, communication, or motion types in texts written by users. Emotion, communication, or motion types are defined with {\it Twitter","['はじめに', '関連研究', '顔文字推薦に用いるカテゴリの定義', '顔文字推薦システムの実現', '顔文字推薦システムの評価', 'おわりに']",,,,,,,,
V19N05-04.tex,,Microblog-based Infectious Disease Detection using Document  Classification and Infectious \\Disease Model,"近年，ウェブの情報を用いて，感染症などの疾病状態を監視するシステム
に注目が集まっている．
本研究では，ソーシャルメディアを用いたインフルエンザ・サーベイランスに注目する．  これまでの多くのシステムは，単純な単語の頻度情報をもとに患
  者の状態を調査するというものであった．しかし，この方法では，実際に疾
  患にかかっていない場合の発言を収集してしまう恐れがある．また，そもそ
  も，医療者でない個人の自発的な発言の集計が，必ずしもインフルエンザの
  流行と一致するとは限らない．本研究では，前者の問題に対応するため， 発
  言者が実際にインフルエンザにかかっているもののみを抽出し集計を行う．
  後者の問題に対して，発言と流行の時間的なずれを吸収するための感染症モ
  デルを提案する．実験においては，Twitterの発言を材料にした
  インフルエンザ流行の推定値は，感染症情報センターの患者数と相関係数0.910という高い相関を示し，その有効性を示した．
  本研究により，ソーシャルメディア上の情報をそのまま用いるのではなく，文章分類や疾患モデルと組み合わせて用いることで，さらに精度を向上できることが示された．","With the recent rise in popularity and size of social media, there
  is a growing need for systems that can extract useful information
  from this amount of data. We address an issue of detecting
  influenza epidemics.  Although previous methods rely 
   mainly on the
  frequencies of the influenza related words, such methods had
  suffered from the noisy tweets that do not express influenza symptoms. To
  deal with this problem, this study proposed two methods. First,
  the sentence classifier judges whether a person really catches the
  influenza or not. Next, the infectious model closes a time gap
  between the people web activity and the illness period. In the
  experiments, the combination of two techniques achieved 
  the high performance (correlation coefficient 0.910 to the number of the 
  influenza patients).
  This result suggests that not only natural language processing but
  also disease study contributes to social media based surveillance.","['はじめに', '関連研究', 'インフルエンザ・コーパス', '提案手法', '実験', 'おわりに']",,,,,,,,
V20N01-01.tex,,Structuring Opinions by Relative Characteristics \\ for User-Opinion Aggregation,"本論文では，レビュー集合から多数の評価視点が得られる状
況において，評価対象間の相対的特徴を考慮した重要度（ス
コア）に従って評価視点をランキングする課題について述
べる．また，レビューはその数だけ書き手が存在することか
ら評価視点の異表記が生じやすく，これがランキングに悪影
響を与える．本論文では，評価視点に対してクラスタリング
を適用することで異表記問題へ対応する手法を提案する．
評価実験を通して，提案したスコア関数がランキング性能の
向上に有効であること，およびクラスタリングに基づくラン
キング補正手法によって，平均適合率（MAP指標）が向上する
ことを確認した．","We propose a scoring function for aspect ranking that
facilitates user-opinion aggregation.  The function
uses the log-likelihood ratio to capture relative
characteristics between opinions.  Review documents
contain many variant expressions because they are
written by different web users.  We also propose a
re-ranking method that identifies variant expressions
having the same meaning by using several clustering
techniques.  The experimental results indicate that
the proposed scoring function and the re-ranking
method are more effective than baseline methods.","['はじめに', '関連研究', '提案手法', '異表記問題への対応', '評価実験', 'おわりに']",,,,,,,,
V20N01-02.tex,,Database of Human Evaluations of Machine Translation Systems for Patent Translation,,"This paper discusses a database of human evaluations of patent machine translation, from Chinese to English, Japanese to English, and English to Japanese. 
The evaluations were conducted for the NTCIR-9 Patent Machine Translation Task (PatentMT). 
Different types of systems, such as research systems and commercial systems, and rule-based systems and statistical machine translation systems were evaluated. 
Since human evaluation results are important when investigating automatic evaluation of translation quality, the database of the evaluation results is valuable. 
From the NTCIR project, resources including the human evaluation database, translation results, and test/reference data are available for research purposes.","['Introduction', 'Task design', 'Participants and submissions', 'Human evaluation results', 'Validation of Human Evaluation Results', 'Meta-Evaluation of the Automatic Evaluation Measure of BLEU', 'Method for Obtaining the Database', 'Conclusion', 'Adequacy Criterion', 'Acceptability Criterion', 'Instructions for the Human Evaluation Procedure']",,,,,,,,
V20N02-01.tex,,Interactive Method for Generation of Mediatory Summary to Verify Credibility of Web Information,"我々は，Web上の情報信憑性判断を支援するための技術として，調停要約の自動生成に関する研究を行っている．
調停要約とは，一見すると互いに対立しているようにみえる二つの言明の組が実際にはある条件や状況の下で両立できる場合に，両立可能となる状況を簡潔に説明している文章をWeb文書から見つける要約である．
しかしながら，対立しているようにみえる言明の組は一般に複数存在するため，利用者がどの言明の組を調停要約の対象としているのかを明らかにする必要がある．
本論文では，利用者が調停要約の対象となる言明の組を対話的に明確化した状況下で調停要約を生成できるように改善した手法を提案する．
また，提案手法は，従来の調停要約生成手法に，逆接，限定，結論などの手掛かり表現が含まれる位置と，調停要約に不要な文の数を考慮することで精度の向上を図る．
調停要約コーパスを用いた実験の結果，従来手法と比較して，調停要約として出力されたパッセージの上位10件の適合率が0.050から0.231に向上したことを確認した．","We have been studying automatic generation of a mediatory summary for facilitating users in assessing the credibility of information on the Web.
A mediatory summary is a brief description extracted from relevant Web documents in situations where a pair of statements that appear to contradict each other at first glance can actually coexist under a certain situation.
In general, because there are several such pairs, users should clarify the pair whose credibility they are assessing.
In this paper, we propose an interactive method for generating a mediatory summary in which users specify the pair of statements they are interested in assessing.
Furthermore, we attempt to improve the method in terms of both precision and recall by introducing the position of key expressions such as adversative conjunctions, conditional expressions, and conclusive conjunctions and the number of sentences that are not useful for the mediatory summary. 
Results of the analysis performed using the mediatory summary corpus indicate that the proposed method achieved a precision of 0.231 for the generated summaries ranked in the top 10, while the previous method (Shibuki et al. 2011a) achieved a precision of 0.050.","['はじめに', '関連研究', '調停要約', '提案手法', '調停要約コーパス', '実験', 'おわりに']",,,,,,,,
